id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1483853,Super Hotel/Timeshare Union Sq.,6346492,Dana,,Downtown/Civic Center,37.78726,-122.41109,Private room,196,2,65,2017-05-04,0.68,29,0
1484792,"Live Like a San Franciscan in Hayes Valley, with Parking",5192660,Mario,,Western Addition,37.777439,-122.423988,Entire home/apt,250,30,158,2021-07-04,1.66,1,252
1487849,Holladay Home (w/ parking),1590094,Maury,,Bernal Heights,37.74778,-122.4045,Entire home/apt,150,2,368,2021-07-11,4.15,1,63
1489782,"Stylish, central NOPA Flat",3695323,Ruth,,Western Addition,37.77762,-122.43787,Entire home/apt,314,30,45,2021-07-02,0.52,1,216
1489857,Your Heart's in SF: Private Room w/En Suite Bath!,5038592,Brooke,,Castro/Upper Market,37.7673,-122.4292,Private room,110,2,81,2021-07-05,0.84,2,12
1498953,Luxurious 2 bedroom ART DECO Dream Villa,5088214,Anna & Papa Ray,,Bayview,37.73767,-122.3904,Entire home/apt,321,3,78,2021-08-01,1.06,1,238
1499630,Look out over the Rooftops at a Quirky Mission District Pad,1574663,Val,,Mission,37.75124,-122.41776,Entire home/apt,307,6,28,2021-03-02,0.29,2,0
1504826,❤️ San Fran 4BR Family Oasis ❤️ 5★ ❤️ Redwood Garden,6017407,Ethan,,Outer Mission,37.72532,-122.44042,Entire home/apt,305,12,27,2021-08-02,0.29,3,2
1506702,Spacious 3 BD Cow Hollow Flat,2228453,Ellen,,Marina,37.79849,-122.43022,Entire home/apt,599,1,128,2021-07-26,1.76,1,319
1510363,Cozy 2 BR  Apt. In The Sunnyside,7303214,Charlesie And Tedd,,Outer Mission,37.72817,-122.45077,Entire home/apt,150,3,299,2021-07-27,3.16,1,132
1511076,Private Sunny Living Room + Bedroom (2 RMS),2403646,Gary,,Castro/Upper Market,37.76137,-122.42661,Private room,145,2,373,2021-08-01,4.23,1,116
1520929,Paradise in the Heart of the City,8055897,Annekarin,,Potrero Hill,37.75991,-122.4048,Entire home/apt,250,2,198,2021-07-24,2.18,1,334
1520938,Charming Sunny 2B Apartment in NOPA,7761707,Jonathan & Jeannette,,Western Addition,37.77845,-122.44079,Entire home/apt,140,30,57,2017-03-24,0.60,1,215
1525137,Modern Edwardian in Pacific Heights,7390100,Dion,,Pacific Heights,37.78792,-122.44379,Entire home/apt,180,30,204,2021-02-28,3.34,1,273
1530745,Great 1BD w/ Private Roof Deck  ,5577045,Kathy,,Nob Hill,37.79544,-122.41079,Entire home/apt,145,30,29,2021-07-06,0.33,1,301
1531273,"Quiet Oasis, Heart of SF, Near Tech Shuttles",104075,Jeanne,,Western Addition,37.77156,-122.43365,Entire home/apt,235,30,104,2019-03-01,1.23,1,214
1537497,Great Hayes Valley 1 BR (#10),3977854,Michael,,South of Market,37.77329,-122.42053,Entire home/apt,130,30,43,2021-05-02,0.51,6,231
1547477,Great Hayes Valley Studio (#4),3977854,Michael,,Western Addition,37.77965,-122.42432,Entire home/apt,90,30,41,2021-07-31,0.88,6,332
1550913,Modern townhouse a block from BART!,497158,Seth And Alexa,,Mission,37.75141,-122.4198,Entire home/apt,177,5,190,2021-07-17,2.00,1,39
1578597,The Skyline Suite (w/ Kitchenette),8390846,Jon-Pierre (& Joel),,Potrero Hill,37.75956,-122.40186,Entire home/apt,199,1,435,2021-07-16,5.70,1,339
1584021,"Unwind with a BBQ at a Cozy, Stylish Mission Home",339788,Brett,,Mission,37.76559,-122.42126,Entire home/apt,450,30,129,2020-08-14,1.43,1,0
1589228,Newly Modernized Home from Home,8478388,Claire,,Noe Valley,37.74442,-122.42525,Entire home/apt,350,30,10,2015-01-15,0.11,1,0
1596884,3 Bedroom Nob Hill,2268272,Property,,Nob Hill,37.79319,-122.41609,Entire home/apt,170,30,0,,,2,351
1598872,Charming Victorian Flat,8523981,Teresa,,Western Addition,37.77162,-122.43124,Entire home/apt,220,5,34,2018-12-09,0.35,1,0
1605483,"Cozy Blue Room: Haight, Central SF!",1125797,Siobhann,,Haight Ashbury,37.76545,-122.44938,Private room,82,5,161,2021-06-13,2.11,1,43
1606292,Great Hayes Valley Studio (#3),3977854,Michael,,Western Addition,37.77743,-122.42502,Entire home/apt,85,30,53,2021-07-25,0.88,6,313
1614453,Union Square Hotel/Timeshare Studio,6346492,Dana,,Downtown/Civic Center,37.78908,-122.40915,Private room,189,2,55,2017-05-04,0.58,29,0
1614622,Great for Business Travelers - NOPA,2343472,Sal,,Western Addition,37.7811,-122.44389,Private room,304,1,78,2019-09-28,0.90,2,363
1615158,Private Suite in House by Beach,8597535,Laura,,Outer Sunset,37.75558,-122.50004,Private room,65,1,134,2020-03-05,1.74,5,0
1620039,Perfect Timeshare/Hotel (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.78896,-122.4104,Private room,193,1,69,2016-09-02,0.97,29,0
1623609,Private suite - in vibrant Mission,8633891,Ingrid,,Mission,37.76023,-122.40916,Private room,136,3,242,2020-02-27,3.19,1,192
1624068,Wonderful SF Timeshare/Hotel,6346492,Dana,,Downtown/Civic Center,37.78899,-122.40954,Private room,189,2,48,2017-08-31,0.55,29,0
1627455,Steps from Union Square,7066914,Paul,,Downtown/Civic Center,37.78878,-122.41176,Private room,129,30,38,2019-11-09,0.40,1,364
1629330,Enjoy luxury condo in San Francisco,4895196,Tomasz,,South of Market,37.78005,-122.39795,Entire home/apt,214,30,28,2019-09-06,0.29,1,246
1629740,Large Timeshare/Hotel Rm (Union Sq),6346492,Dana,,Downtown/Civic Center,37.78888,-122.41072,Private room,192,1,55,2017-10-27,0.89,29,0
1633173,Private San Francisco Suite,8676376,Herbert,,Excelsior,37.72686,-122.42014,Private room,60,30,236,2020-06-19,3.65,5,89
1633225,Room with spectacular Bay views,8676376,Herbert,,Excelsior,37.72526,-122.4187,Private room,51,30,144,2020-07-21,2.69,5,123
1633839,Pretty Victorian in Sunny Mission,5063295,Petra,,Mission,37.75578,-122.41169,Entire home/apt,230,2,16,2020-03-08,0.57,1,0
1633933,"Sunny, Spacious and Modern Loft in Haight Ashbury!",484257,Jean-Michel,,Haight Ashbury,37.77206,-122.45181,Entire home/apt,250,30,97,2020-08-06,1.44,1,126
1641060,Perfect West Portal Private Suite!,6869592,Sharon,,West of Twin Peaks,37.73875,-122.46224,Entire home/apt,225,3,85,2021-07-27,1.00,1,351
1645712,Panoramic Ocean View Master Bedroom,250861,Belinda,,Outer Sunset,37.74698,-122.48768,Private room,149,30,15,2017-10-13,0.20,4,365
1645724,Private bed/bath: 5 min to metro,1686240,Grace,,Ocean View,37.71762,-122.46577,Private room,40,365,8,2015-01-30,0.08,1,365
1657512,2 Bedroom 1 Bath apartment,8786486,Ruth,,Castro/Upper Market,37.76048,-122.42955,Entire home/apt,170,30,2,2020-03-01,0.02,2,0
1665516,Explore Golden Gate Park from a Sunny Garden Apartment,3071180,Adam&Roz,,Outer Richmond,37.77878,-122.48282,Entire home/apt,200,3,215,2020-03-12,3.05,1,220
1673011,Stunning Home on Liberty St w Views-Business Ready,8856312,Drew,,Castro/Upper Market,37.75853,-122.42777,Entire home/apt,650,3,183,2021-07-31,2.55,1,123
1673777,Sunny Studio Apt in Alamo Square,8860167,William,,Western Addition,37.77437,-122.43502,Entire home/apt,71,30,0,,,3,233
1684346,Studio Timeshare/Hotel (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.78843,-122.40916,Private room,199,1,45,2016-10-25,0.70,29,0
1687330,Home Away from Home,6954280,Christine,,Inner Richmond,37.78451,-122.47585,Entire home/apt,190,1,95,2021-07-25,2.30,2,0
1708917,Modern 2BD Condo with Golden Gate Views & Parking,4656446,Air Concierge,,Marina,37.80049,-122.43708,Entire home/apt,573,30,24,2021-07-10,0.25,6,0
1711075,Victorian with magnificent view in Bernal Heights,9026224,Elizabeth,,Bernal Heights,37.74661,-122.41697,Private room,56,59,1,2019-08-31,0.04,2,362
1725833,"Sunny Waterfront Condo, South Beach",9095863,Deborah,,South of Market,37.78686,-122.3893,Entire home/apt,200,30,32,2021-07-05,0.65,1,331
1725853,Modern Luxury Private SanFran Casa,9095946,Lina & Alex,,Outer Sunset,37.74711,-122.48927,Entire home/apt,137,2,366,2021-08-01,4.20,1,297
1728497,4-Bed Luxury Victorian,100800,Cynthia,,Western Addition,37.78785,-122.4319,Entire home/apt,599,7,6,2018-01-05,0.19,2,0
1738415,Soak up the Period Charm at a Tranquil Alley Retreat,3273603,Donna,,Western Addition,37.77311,-122.42651,Entire home/apt,180,1,598,2021-08-01,7.08,2,39
1740537,Gorgeous Dolores Apartment,1360869,Joanne,,Mission,37.75704,-122.42517,Entire home/apt,115,30,105,2020-12-23,1.23,1,184
1750809,"1BR/1BA Nob Hill, Hrdwd Sunny Wifi",5479220,Jane,,Nob Hill,37.79484,-122.41188,Entire home/apt,125,30,3,2014-03-20,0.03,1,334
1752371,"Peaceful w/Garden (Gas Fire-Pit), Office & Wa/Dryr",9218238,Rico,,Bernal Heights,37.74043,-122.41299,Entire home/apt,200,2,201,2021-07-21,5.95,1,141
1767543,Secret garden cottage - with parking,9286454,Russell,,Western Addition,37.77985,-122.44126,Entire home/apt,200,30,211,2021-06-30,2.48,1,211
1768239,Stunning Views2 near Haight&Castro!,3685746,Deb & Greg,,Haight Ashbury,37.7653,-122.44573,Entire home/apt,160,30,39,2021-05-31,0.41,2,365
1774026,"The top of Liberty Hill, near BART",7197110,Cedric,,Castro/Upper Market,37.75759,-122.42569,Entire home/apt,322,3,120,2021-07-16,2.22,2,62
1807012,The Green Room – with your own bath!,1574663,Val,,Mission,37.7508,-122.41811,Private room,143,4,30,2020-02-22,0.39,2,0
1807493,"Flat in SoMa - Top Floor, comfy queen bed, 1bd/1ba",1359769,Tom,,South of Market,37.77985,-122.40496,Entire home/apt,140,30,110,2021-07-11,1.46,1,302
1814061,"Modern, central to everything; Noe Valley pvt flat",820856,Dave,,Noe Valley,37.75259,-122.42552,Entire home/apt,119,30,17,2021-07-05,0.21,1,317
1815551,Lovely apartment in Noe Valley!,9509470,Sarah,,Noe Valley,37.75212,-122.42721,Entire home/apt,250,2,280,2020-02-25,3.47,1,0
1828443,1 Bedroom in a 2 Bedroom Apartment,8786486,Ruth,,Castro/Upper Market,37.7653,-122.43142,Private room,90,30,22,2018-01-12,0.25,2,0
1830541,Golden Gate Park Retreat,9574679,Leticia,,Inner Richmond,37.77643,-122.47035,Entire home/apt,165,3,303,2021-07-12,3.61,2,206
1841832,Beautiful Immaculate Nob Hill Condo,3192044,AC And Linda,,Nob Hill,37.79424,-122.41493,Entire home/apt,109,30,196,2021-06-14,2.08,1,45
1844877,"""The apartment is awesome...""",3350634,Sebastian,,Potrero Hill,37.7615,-122.40283,Entire home/apt,106,30,97,2020-03-09,1.09,1,120
1847664,"Bright, Modern Garden Unit. Contact-Free. GG Park!",262762,Jan,,Inner Richmond,37.7766,-122.45534,Entire home/apt,169,6,136,2021-07-16,1.65,1,117
1855096,Fabulous Artist Flat in the Heart of Potrero Hill,9011470,Mike,,Potrero Hill,37.76391,-122.3934,Entire home/apt,250,2,359,2021-07-13,5.76,1,287
1857226,San Fran 3 bedroom/3 bathroom/den/free parking,5480373,Louise And Jim,,Glen Park,37.73536,-122.43907,Entire home/apt,540,3,64,2021-06-07,0.75,1,50
1861344,Cozy up at a Stylish South Beach High-rise Peppered with Art,3286545,Kate,,South of Market,37.77799,-122.39805,Entire home/apt,119,30,16,2021-06-30,0.30,2,150
1864390,Fun & Artsy 2 bdrm 2 ba Hayes Valley Hidden Gem,9686057,Kaleen,,Western Addition,37.7757,-122.42966,Entire home/apt,141,30,144,2019-07-27,1.59,1,271
1865406,Alamo Square Studio with Jacuzzi and Steam room,38836,Bernat,,Western Addition,37.7769,-122.43495,Entire home/apt,81,30,34,2020-04-18,0.38,28,216
1868880,Pac Heights Home w/ Parking Steps from Fillmore St,1775917,Scott,,Pacific Heights,37.79082,-122.43561,Entire home/apt,995,3,85,2020-08-07,1.15,1,212
1886260,Huge Top Floor Loft In Alamo Square,1126796,Giancarlo,,Western Addition,37.77768,-122.43227,Entire home/apt,185,30,52,2020-08-29,0.71,5,335
1887206,Amazing House on a Sunny Hillside,4027973,Zak,,Bayview,37.71926,-122.39355,Entire home/apt,165,30,16,2020-01-13,0.97,1,0
1897346,Center City Oasis ~Ample Parking,9856291,Michele,,Twin Peaks,37.75161,-122.45151,Entire home/apt,391,3,24,2019-10-14,0.33,1,0
1898486,Private Cottage in Noe Valley,9861752,Ed,,Noe Valley,37.74231,-122.42687,Entire home/apt,240,30,105,2021-06-13,1.22,1,126
1907229,Amazing Location + Space + Luxury,2345833,Raj,,Western Addition,37.78645,-122.43827,Entire home/apt,600,1,182,2021-07-31,2.59,1,104
1909613,Mission retreat with 2 office areas + parking,2243934,Adrienne,,Mission,37.763763,-122.423325,Entire home/apt,329,3,13,2021-07-29,0.26,1,0
1914841,Garden Studio Apartment,9932058,John,,Western Addition,37.77914,-122.43591,Entire home/apt,85,30,119,2021-07-16,1.36,2,151
1925206,Private Guest Suite with Private Bathroom and Entrance in SF,9971829,Joshua,,Excelsior,37.72253,-122.40874,Private room,126,1,161,2021-08-01,3.08,1,342
1925714,A Historic Work and Live Penthouse & Roof Deck,995213,Jason,,Financial District,37.79843,-122.40103,Entire home/apt,111,30,46,2021-06-19,0.62,1,52
1931763,Sunny Room Overlooking Charming Side Street,9999808,Matthew,,Mission,37.76081,-122.41894,Private room,100,1,197,2021-07-22,2.29,2,24
1937575,Spacious Sunny 2BD Jewel: Enhanced Cleaning,10024887,Deborah,,Mission,37.75926,-122.40864,Entire home/apt,160,3,19,2018-03-13,0.30,2,0
1944564,"Super Clean,  Mission Artist Residency",812141,Brian,,Mission,37.76223,-122.41143,Entire home/apt,107,1,270,2021-07-31,3.06,1,113
1954263,Jr. BD w/ Guest Loft & Huge Kitchen,5735614,Carolyne,,Pacific Heights,37.78956,-122.43224,Entire home/apt,120,30,19,2015-05-19,0.22,8,77
1954514,Sunny Apt with views  *long term discounts*,5080229,Matt,,Castro/Upper Market,37.76499,-122.43491,Entire home/apt,175,2,90,2021-01-01,1.03,2,3
1956312,"Historical Elegance 2BR Castro-Duboce, CPMC Davies",413290,Lea,,Castro/Upper Market,37.76573,-122.4326,Entire home/apt,200,30,0,,,1,28
1970257,Classic Inner Mission Living in an Historic First-Floor Home,7649665,Eoin & Susie,,Mission,37.75081,-122.40897,Entire home/apt,371,3,63,2021-07-27,1.34,1,34
1970756,Beautiful 1bedroom apartment,10162964,Shelley,,Bernal Heights,37.74035,-122.42012,Entire home/apt,109,30,29,2021-05-23,0.39,5,338
1975404,Haight Owner-Designer Apt  & Parking,10197471,Paul,,Haight Ashbury,37.77036,-122.44031,Entire home/apt,337,2,157,2021-07-20,3.22,1,130
1979461,Walk to the Waterfront from a High-Tech Studio Flat,6744265,Todd,,South of Market,37.78627,-122.39069,Entire home/apt,134,30,18,2020-12-31,0.25,1,65
1984709,Private Luxury Suite in the Sunset,10240163,Robby And Nona,,Outer Sunset,37.76421,-122.50136,Entire home/apt,125,30,295,2018-05-08,3.44,1,184
1985338,Soak up the Botanical Vibe at a Garden Studio in Bernal,30250,Nichole & Julien,,Bernal Heights,37.73963,-122.41492,Private room,120,7,198,2021-07-06,2.37,1,29
1992217,Sweeping Views and Dolores Park Pad,10271221,Peter,,Noe Valley,37.755341,-122.42849,Private room,139,2,404,2021-08-01,4.79,1,71
2016198,"private bed, bath & kitchenette ocean view hottub",3639179,Char,,Parkside,37.7442,-122.50005,Private room,121,1,333,2020-11-08,3.96,1,230
2020034,Private Bedroom & Bathroom w/Garage Parking,1498846,Melisa,,Bayview,37.71087,-122.39518,Private room,60,30,0,,,1,0
2022751,Modern 2 Bd 2 Bath Loft Style Condo,401904,David,,Potrero Hill,37.75697,-122.38851,Entire home/apt,500,3,30,2021-07-09,0.34,1,228
2026910,Sweet Edwardian NOPA 3Bd w/Views & Parking,7096906,Bree,,Haight Ashbury,37.77285,-122.45212,Entire home/apt,575,5,159,2021-07-10,2.19,1,53
2042095,Quiet Bedroom & Bath / 180 Deck View,3198527,Bruce,,Outer Mission,37.73234,-122.44256,Private room,121,2,304,2021-07-30,4.16,1,313
2049955,"Private, Newly-Renovated 1-Br Apt",58930,David,,Inner Richmond,37.78006,-122.46116,Entire home/apt,602,3,190,2020-02-29,2.24,4,0
2050512,Clean Comfy Modern SOMA Condo,2961952,Ivan,,South of Market,37.76922,-122.40406,Entire home/apt,170,120,7,2014-07-18,0.08,1,365
2058119,Private room in Dolores Park Apt,10538306,Javi,,Mission,37.76155,-122.42443,Private room,100,30,82,2015-03-02,0.90,1,365
2062696,The Ocean Beach Room in 1906 SF Victorian,4843181,Nancy,,Mission,37.74982,-122.41978,Private room,200,30,145,2020-09-06,2.28,3,365
2072098,Peaceful urban views to inspire,701268,Anita,,Potrero Hill,37.76345,-122.39492,Entire home/apt,160,30,27,2017-12-29,0.58,1,0
2074737,Courtyard Garden w/ Walk-in Closet,5735614,Carolyne,,Inner Sunset,37.76176,-122.46901,Entire home/apt,110,30,12,2015-03-06,0.14,8,61
2077982,NOPA garden apartment,10501924,Karen,,Western Addition,37.77996,-122.43837,Entire home/apt,130,30,118,2018-06-01,1.29,4,276
2093695,Light filled Garden Private room,26952,Jennifer,,Ocean View,37.72437,-122.47036,Private room,65,30,51,2019-04-12,0.61,2,229
2096756,"Sunny home, garaged parking, BART",9950833,Kimberly,,Outer Mission,37.73478,-122.44167,Entire home/apt,250,30,56,2021-07-10,0.64,1,0
2105840,Room w/priv. bath & kitchen in Vintage Apartment,10729940,Claudia,,Castro/Upper Market,37.76757,-122.43414,Private room,95,30,98,2021-07-11,1.34,1,357
2111361,Civic Center Studio With Parking,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78133,-122.42135,Entire home/apt,130,30,98,2021-06-22,2.21,4,328
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77428,-122.50759,Entire home/apt,194,2,302,2021-07-28,5.10,2,41
2119773,"Comfortble, Clean, Classy, Convenient",2501567,Bret & Marie,,Ocean View,37.71904,-122.45133,Entire home/apt,130,2,439,2021-07-24,4.93,1,155
2123469,Cozy Giants Room @Golden Gate Park,10829039,Viviane,,Golden Gate Park,37.77291,-122.46279,Private room,174,2,210,2021-07-19,2.89,4,338
2124182,Modern Cottage perfect for work trip or long stay,2993648,Eduardo,,Potrero Hill,37.75888,-122.39843,Entire home/apt,120,30,114,2021-07-04,1.36,2,247
2126868,Safe+clean Free Parking+3 Bathrooms: Jungle Room,5565510,Lulu,,West of Twin Peaks,37.7341,-122.46462,Private room,37,14,255,2021-03-29,3.50,5,338
2130640,Modern Spacious 3BR/2BA Victorian - KIDS FRIENDLY,10870100,Han Chyi And Choon Hong,,Western Addition,37.7707,-122.43017,Entire home/apt,268,7,24,2020-01-31,0.26,1,0
2134475,"Scenic Marina District, Free Parking, Breakfast",10891326,Sandor Miklos And Giuliana,,Presidio,37.801,-122.44779,Private room,150,2,403,2021-07-07,4.72,1,346
2135871,Nice Clean Furnished Room - Single Occupency,4191595,Laura & Larry,,Excelsior,37.73123,-122.42182,Private room,36,30,14,2021-07-07,0.53,5,297
2139562,PARADISE AT SAN FRANCISCO,8037793,Becky,,West of Twin Peaks,37.72816,-122.45817,Private room,196,4,143,2020-02-24,1.70,1,323
2154122,House suitable for business and family travelers,10992775,George,,West of Twin Peaks,37.73623,-122.45516,Entire home/apt,453,3,21,2020-01-01,0.24,1,314
2166428,Sunny 1BR Apt in Haight-Ashbury,10934623,Tisa,,Haight Ashbury,37.76726,-122.4453,Entire home/apt,112,30,146,2020-06-24,2.51,1,93
2169208,Cozy San Francisco Garden Apartment,3339995,Pierre,,Western Addition,37.78445,-122.44511,Entire home/apt,91,30,63,2021-07-27,0.75,1,283
2172308,Cozy 3BR Cottage in Pacific Heights,11082476,Chris & Neil,,Pacific Heights,37.79025,-122.43632,Entire home/apt,494,2,132,2021-07-29,1.81,1,306
2175930,Garden Apt in Bernal,11098043,Miegan,,Bernal Heights,37.74707,-122.40607,Entire home/apt,150,1,153,2021-07-14,3.28,1,336
2178509,Bernal Heights Architect's Retreat,11111526,Gregg,,Bernal Heights,37.74121,-122.42112,Private room,96,2,444,2021-08-01,5.12,1,322
2188233,FSBC2702-Condo Studio in FIDI South,6774460,Sylvia,,South of Market,37.78841,-122.38934,Entire home/apt,160,30,1,2016-04-04,0.02,7,335
2188919,Large 1BR in Mission Victorian,10135,Jason,,Mission,37.7675,-122.41514,Private room,107,30,229,2019-05-19,3.07,3,72
2188976,Private 1BR in Mission Victorian,10135,Jason,,Mission,37.76458,-122.41571,Private room,109,30,258,2020-02-15,3.21,3,68
2198399,Roomy 1BR in Mission Victorian,10135,Jason,,Mission,37.76538,-122.41461,Private room,107,30,278,2018-10-25,3.11,3,90
2203283,Quiet Harbor for your Journey in SF,8146224,Ming,,Inner Richmond,37.77842,-122.46802,Private room,65,1,377,2021-07-18,5.29,1,340
2209353,NWPT4832 1 bed condo w partial view,6774460,Sylvia,,North Beach,37.80389,-122.40465,Entire home/apt,179,30,1,2016-09-17,0.02,7,304
2209751,"Clean, quiet and centrally located  (2 of 2)",3926041,Jason,,Western Addition,37.77432,-122.43644,Private room,95,2,226,2021-07-15,3.75,3,104
2211267,Room in Sunny Castro Apt (Vaccination required),5080229,Matt,,Castro/Upper Market,37.76536,-122.4348,Private room,77,5,5,2021-07-31,0.07,2,46
2219978,Master Suite with Private Bathroom,368469,Veronica,,Nob Hill,37.79676,-122.41355,Private room,225,31,9,2017-11-09,0.14,1,87
2221057,Private Beach Side 2 bedroom,11331176,Blythe & Michael,,Outer Sunset,37.7472,-122.50567,Entire home/apt,175,4,116,2021-06-08,1.94,1,96
2223743,Private Bernal Heights In-Law Unit,825524,Julie And James,,Bernal Heights,37.73732,-122.41503,Entire home/apt,85,2,169,2018-11-24,2.81,1,0
2234256,A quiet sunny  place with a view,11406448,Kurt,,Bayview,37.71093,-122.38713,Entire home/apt,130,90,13,2017-05-31,0.15,1,365
2236226,"1-Bed, 120M Internet, Fantastic Tel Hill Location",11417078,David,,North Beach,37.80008,-122.4056,Entire home/apt,106,30,100,2021-05-30,1.18,2,179
2238488,Quiet 2BR apartment close to UCSF,11430970,Felix,,Inner Sunset,37.75799,-122.46757,Entire home/apt,285,31,40,2016-12-27,0.45,1,365
2244652,"Studio, 120M Internet, Fantastic Tel Hill Location",11417078,David,,North Beach,37.80008,-122.4056,Entire home/apt,85,30,102,2021-04-01,1.23,2,271
2254431,Rooms with Spectacular Ocean View,11512680,Brent,,Seacliff,37.77641,-122.50991,Entire home/apt,535,1,44,2019-10-12,0.52,2,11
2257205,"Oasis to relax, Surrounding views, Family friendly",11527863,Louise,,Pacific Heights,37.79344,-122.43571,Entire home/apt,500,4,42,2020-01-16,1.03,2,10
2263794,Happy & Sunny Bayview Living - South Bedroom ❤️,8371224,Albert,,Bayview,37.73696,-122.38716,Private room,109,2,147,2020-02-28,2.90,3,62
2277754,GREEN BEDROOM AND SPACE,10024887,Deborah,,Mission,37.74997,-122.40384,Private room,95,3,117,2021-07-21,1.29,2,249
2279254,"DONATELLO Hotel room, Union Square",11638127,Dave,,Downtown/Civic Center,37.78747,-122.41127,Private room,219,1,14,2018-09-28,0.15,5,4
2298930,Private Room in Large Cow Hollow Flat,2917099,Carly & Allie,,Marina,37.79793,-122.4418,Private room,207,1,52,2020-02-06,0.66,2,64
2299196,Great Hayes Valley Studio (#9),3977854,Michael,,Western Addition,37.77743,-122.42502,Entire home/apt,90,30,32,2021-05-30,0.39,6,327
2304234,"Private Fencedin Yard, Deck, Entrance, Big Windows",5735614,Carolyne,,Western Addition,37.78892,-122.43025,Entire home/apt,127,30,6,2020-07-12,0.07,8,32
2310765,Modern Studio in SoMA/Downtown SF,11801205,Thanh,,South of Market,37.78186,-122.39878,Entire home/apt,149,30,22,2019-08-17,0.24,1,360
2311428,Modern  One Bedroom in Bernal Heights,2076797,Brett,,Bernal Heights,37.74567,-122.41328,Entire home/apt,250,2,16,2021-06-25,0.43,1,0
2314849,Garden studio in the Marina,11820504,John,,Presidio,37.79802,-122.44742,Entire home/apt,131,30,11,2021-07-06,0.12,1,361
2315086,"Pacific Heights, 2 rooms & parking!",11804983,Ron,,Western Addition,37.78639,-122.44565,Private room,165,3,345,2021-07-01,3.89,1,303
2333128,Awesome Original San Francisco Victorian Flat,9932058,John,,Western Addition,37.77882,-122.43754,Entire home/apt,250,7,0,,,2,42
2337552,Sunny Lower Nob Hill 2BR/1BA Corner,1242450,Craig,,Nob Hill,37.79052,-122.41197,Entire home/apt,172,30,4,2020-12-03,0.17,1,365
2340335,Private Bedroom Near Union Square,11182500,Danny,,Downtown/Civic Center,37.78804,-122.40817,Private room,120,30,12,2014-05-20,0.13,1,0
2366182,"Elegant, View Property-30 Nite Min-$11,500 a Month",40148,Patricia,,Nob Hill,37.79228,-122.41575,Entire home/apt,385,30,23,2015-07-08,0.30,4,348
2367545,Sunny San Francisco Apartment,6933146,Nate,,Bernal Heights,37.73975,-122.42124,Private room,75,30,0,,,1,116
2371573,Pacific Heights Victorian,8634657,Heidi,,Pacific Heights,37.79114,-122.44209,Entire home/apt,2000,5,2,2021-07-11,0.15,1,55
2387068,"Quiet Neighborhood, Convenient, Street parking",12192591,Peg,,West of Twin Peaks,37.72563,-122.46025,Private room,86,3,82,2019-07-15,0.96,1,304
2397852,2King 2baths garden suite w/parking/bus access SF,12062895,Suzy(S.Y.),,Outer Richmond,37.77213,-122.5005,Entire home/apt,331,2,101,2021-08-02,1.66,1,47
2404647,Room with a View in Noe Valley,10573209,Audrey,,Noe Valley,37.74682,-122.43537,Private room,65,30,12,2018-10-05,0.14,1,89
2412158,Spectacular View Home in Noe Valley,12328050,Rae,,Noe Valley,37.74941,-122.43231,Entire home/apt,170,30,40,2021-06-22,0.65,2,321
2432104,"Clean,Cozy, Garden private room",26952,Jennifer,,Ocean View,37.72813,-122.46919,Private room,60,30,54,2020-11-29,0.73,2,337
2455313,Lovely upscale spacious 3BR+ walk to restaurants,12556651,Jaysa,,Bernal Heights,37.74186,-122.41833,Entire home/apt,591,2,73,2021-06-13,1.16,2,0
2455325,"AMAZING, CHIC & STYLISH SF HOME",331649,Mariam,,Inner Richmond,37.78525,-122.46641,Entire home/apt,220,30,192,2021-06-19,2.27,1,312
2460904,Modern 1BR/1BA next to Waterfront. 1GB Internet.,12583352,Rubeun,,South of Market,37.78444,-122.3938,Entire home/apt,150,30,46,2021-04-02,0.53,1,279
2465870,"Temple Views, Zen Inspired, Designed by Feng Shui",5735614,Carolyne,,Western Addition,37.78792,-122.43093,Entire home/apt,109,30,2,2014-04-26,0.02,8,62
2466350,Inviting room in The Mission,12611506,Charlie,,Mission,37.76559,-122.41704,Private room,60,30,42,2018-07-22,0.84,1,353
2468125,DONATELLO near Moscone and Union Sq,11638127,Dave,,Downtown/Civic Center,37.78929,-122.40931,Private room,219,1,14,2016-10-07,0.24,5,4
2476990,"Jacuzzi, Deck, Marble, Chandeliers",5735614,Carolyne,,Inner Sunset,37.7601,-122.46948,Entire home/apt,135,30,20,2021-06-19,0.23,8,40
2477409,"Great City Views, Modern Feng Shui, 100 WalkScore",5735614,Carolyne,,Pacific Heights,37.78932,-122.43057,Entire home/apt,116,30,6,2015-10-29,0.07,8,82
2477787,Classic Victorian with GG Brdg View,9294456,Hilary,,Outer Richmond,37.78531,-122.48003,Entire home/apt,850,7,2,2019-08-07,0.08,1,0
2478558,"Donatello hotel room, Union Square, 2 double beds",11638127,Dave,,Downtown/Civic Center,37.78711,-122.41076,Private room,219,1,7,2018-09-28,0.12,5,0
